date,sales,total_cost,avg_cost,delivered,dayofweek,month,quarter,is_weekend,is_peak,sales_ma7,sales_ma14,sales_ma30,sales_std7,sales_lag1,sales_lag3,sales_lag7,sales_lag14,sales_pct1,sales_pct7
2022-01-01,33,5041,152.75757575757575,27,5,1,1,1,0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02,31,4422,142.6451612903226,19,6,1,1,1,0,32.0,32.0,32.0,1.4142135623730951,33.0,0.0,0.0,0.0,-0.06060606060606055,0.0
2022-01-03,28,3849,137.46428571428572,24,0,1,1,0,0,30.666666666666668,30.666666666666668,30.666666666666668,2.5166114784235836,31.0,0.0,0.0,0.0,-0.09677419354838712,0.0
2022-01-04,44,6143,139.61363636363637,34,1,1,1,0,0,34.0,34.0,34.0,6.97614984548545,28.0,33.0,0.0,0.0,0.5714285714285714,0.0
2022-01-05,36,5016,139.33333333333334,28,2,1,1,0,0,34.4,34.4,34.4,6.107372593840988,44.0,31.0,0.0,0.0,-0.18181818181818177,0.0
2022-01-06,36,5111,141.97222222222223,29,3,1,1,0,0,34.666666666666664,34.666666666666664,34.666666666666664,5.501514942874068,36.0,28.0,0.0,0.0,0.0,0.0
2022-01-07,29,3788,130.6206896551724,25,4,1,1,0,0,33.857142857142854,33.857142857142854,33.857142857142854,5.459809869356606,36.0,44.0,0.0,0.0,-0.19444444444444442,0.0
2022-01-08,40,6323,158.075,27,5,1,1,1,0,34.857142857142854,34.625,34.625,5.899959644736886,29.0,36.0,33.0,0.0,0.3793103448275863,0.21212121212121215
2022-01-09,34,5064,148.94117647058823,28,6,1,1,1,0,35.285714285714285,34.55555555555556,34.55555555555556,5.677860093212515,40.0,36.0,31.0,0.0,-0.15000000000000002,0.09677419354838701
2022-01-10,28,3605,128.75,25,0,1,1,0,0,35.285714285714285,33.9,33.9,5.677860093212515,34.0,29.0,28.0,0.0,-0.17647058823529416,0.0
2022-01-11,31,4108,132.51612903225808,26,1,1,1,0,0,33.42857142857143,33.63636363636363,33.63636363636363,4.31497944595888,28.0,40.0,44.0,0.0,0.1071428571428572,-0.2954545454545454
2022-01-12,39,5719,146.64102564102564,30,2,1,1,0,0,33.857142857142854,34.083333333333336,34.083333333333336,4.740906081772815,31.0,34.0,36.0,0.0,0.25806451612903225,0.08333333333333326
2022-01-13,29,3448,118.89655172413794,24,3,1,1,0,0,32.857142857142854,33.69230769230769,33.69230769230769,4.947341758580102,39.0,28.0,36.0,0.0,-0.2564102564102564,-0.19444444444444442
2022-01-14,39,5171,132.5897435897436,35,4,1,1,0,0,34.285714285714285,34.07142857142857,34.07142857142857,5.089672082242814,29.0,31.0,29.0,0.0,0.3448275862068966,0.3448275862068966
2022-01-15,31,3485,112.41935483870968,22,5,1,1,1,0,33.0,33.92857142857143,33.86666666666667,4.509249752822892,39.0,39.0,40.0,33.0,-0.20512820512820518,-0.22499999999999998
2022-01-16,37,5229,141.32432432432432,30,6,1,1,1,0,33.42857142857143,34.357142857142854,34.0625,4.755948656056708,31.0,29.0,34.0,31.0,0.19354838709677424,0.08823529411764697
2022-01-17,20,2464,123.2,14,0,1,1,0,0,32.285714285714285,33.785714285714285,33.23529411764706,6.79985994253523,37.0,39.0,28.0,28.0,-0.45945945945945943,-0.2857142857142857
2022-01-18,31,4091,131.96774193548387,24,1,1,1,0,0,32.285714285714285,32.857142857142854,33.111111111111114,6.79985994253523,20.0,31.0,31.0,44.0,0.55,0.0
2022-01-19,47,6583,140.06382978723406,40,2,1,1,0,0,33.42857142857143,33.642857142857146,33.8421052631579,8.560707580902076,31.0,37.0,39.0,36.0,0.5161290322580645,0.20512820512820507
2022-01-20,31,3888,125.41935483870968,22,3,1,1,0,0,33.714285714285715,33.285714285714285,33.7,8.42049653552342,47.0,20.0,29.0,36.0,-0.34042553191489366,0.06896551724137923
2022-01-21,43,5939,138.11627906976744,37,4,1,1,0,0,34.285714285714285,34.285714285714285,34.142857142857146,8.957571949925674,31.0,31.0,39.0,29.0,0.3870967741935485,0.10256410256410264
2022-01-22,40,5721,143.025,26,5,1,1,1,0,35.57142857142857,34.285714285714285,34.40909090909091,9.0527554342521,43.0,47.0,31.0,40.0,-0.06976744186046513,0.29032258064516125
2022-01-23,39,5221,133.87179487179486,34,6,1,1,1,0,35.857142857142854,34.642857142857146,34.608695652173914,9.136530549184984,40.0,31.0,37.0,34.0,-0.025000000000000022,0.054054054054053946
2022-01-24,24,3007,125.29166666666667,17,0,1,1,0,0,36.42857142857143,34.357142857142854,34.166666666666664,8.038597366397179,39.0,43.0,20.0,28.0,-0.3846153846153846,0.19999999999999996
2022-01-25,41,5161,125.8780487804878,35,1,1,1,0,0,37.857142857142854,35.07142857142857,34.44,7.798046153333784,24.0,40.0,31.0,31.0,0.7083333333333333,0.32258064516129026
2022-01-26,31,5189,167.38709677419354,25,2,1,1,0,0,35.57142857142857,34.5,34.30769230769231,6.972736021035621,41.0,39.0,47.0,39.0,-0.24390243902439024,-0.34042553191489366
2022-01-27,33,4995,151.36363636363637,28,3,1,1,0,0,35.857142857142854,34.785714285714285,34.25925925925926,6.7928533874107115,31.0,24.0,31.0,29.0,0.06451612903225801,0.06451612903225801
2022-01-28,43,6224,144.74418604651163,35,4,1,1,0,0,35.857142857142854,35.07142857142857,34.57142857142857,6.7928533874107115,33.0,41.0,43.0,39.0,0.303030303030303,0.0
2022-01-29,32,4166,130.1875,30,5,1,1,1,0,34.714285714285715,35.142857142857146,34.48275862068966,6.651172470932873,43.0,31.0,40.0,31.0,-0.2558139534883721,-0.19999999999999996
2022-01-30,37,5950,160.8108108108108,31,6,1,1,1,0,34.42857142857143,35.142857142857146,34.56666666666667,6.477065767180461,32.0,33.0,39.0,37.0,0.15625,-0.05128205128205132
2022-01-31,39,6002,153.89743589743588,27,0,1,1,0,0,36.57142857142857,36.5,34.766666666666666,4.685336802448781,37.0,43.0,24.0,20.0,0.054054054054053946,0.625
2022-02-01,38,6112,160.8421052631579,34,1,2,1,0,0,36.142857142857146,37.0,35.0,4.336994790119517,39.0,32.0,41.0,31.0,-0.02564102564102566,-0.07317073170731703
2022-02-02,29,4237,146.10344827586206,20,2,2,1,0,0,35.857142857142854,35.714285714285715,35.03333333333333,4.775931721614522,38.0,37.0,31.0,47.0,-0.23684210526315785,-0.06451612903225812
2022-02-03,30,3880,129.33333333333334,24,3,2,1,0,0,35.42857142857143,35.642857142857146,34.56666666666667,5.191568255583376,29.0,39.0,33.0,31.0,0.034482758620689724,-0.09090909090909094
2022-02-04,34,5047,148.44117647058823,25,4,2,1,0,0,34.142857142857146,35.0,34.5,3.976119189552036,30.0,38.0,43.0,43.0,0.1333333333333333,-0.2093023255813954
2022-02-05,26,3246,124.84615384615384,22,5,2,1,1,0,33.285714285714285,34.0,34.166666666666664,5.023753102820184,34.0,29.0,32.0,40.0,-0.23529411764705888,-0.1875
2022-02-06,39,5969,153.05128205128204,34,6,2,1,1,0,33.57142857142857,34.0,34.5,5.318431562567525,26.0,30.0,37.0,39.0,0.5,0.054054054054053946
2022-02-07,33,4272,129.45454545454547,22,0,2,1,0,0,32.714285714285715,34.642857142857146,34.266666666666666,4.750939756661706,39.0,34.0,39.0,24.0,-0.15384615384615385,-0.15384615384615385
2022-02-08,32,5050,157.8125,25,1,2,1,0,0,31.857142857142858,34.0,34.2,4.140393356054159,33.0,26.0,38.0,41.0,-0.030303030303030276,-0.1578947368421053
2022-02-09,27,3631,134.4814814814815,16,2,2,1,0,0,31.571428571428573,33.714285714285715,34.166666666666664,4.429339411136599,32.0,39.0,29.0,31.0,-0.15625,-0.06896551724137934
2022-02-10,41,6015,146.70731707317074,38,3,2,1,0,0,33.142857142857146,34.285714285714285,34.5,5.580578567035621,27.0,33.0,30.0,33.0,0.5185185185185186,0.3666666666666667
2022-02-11,34,4706,138.41176470588235,25,4,2,1,0,0,33.142857142857146,33.642857142857146,34.333333333333336,5.580578567035621,41.0,32.0,34.0,43.0,-0.1707317073170732,0.0
2022-02-12,28,3842,137.21428571428572,22,5,2,1,1,0,33.42857142857143,33.357142857142854,34.3,5.1915682555833875,34.0,27.0,26.0,32.0,-0.17647058823529416,0.07692307692307687
2022-02-13,37,5224,141.1891891891892,30,6,2,1,1,0,33.142857142857146,33.357142857142854,34.233333333333334,4.879500364742686,28.0,41.0,39.0,37.0,0.3214285714285714,-0.05128205128205132
2022-02-14,24,3995,166.45833333333334,19,0,2,1,0,0,31.857142857142858,32.285714285714285,34.0,5.984105932344788,37.0,34.0,33.0,39.0,-0.3513513513513513,-0.2727272727272727
2022-02-15,40,4686,117.15,34,1,2,1,0,0,33.0,32.42857142857143,34.1,6.733003292241401,24.0,28.0,32.0,38.0,0.6666666666666667,0.25
2022-02-16,36,4848,134.66666666666666,28,2,2,1,0,0,34.285714285714285,32.92857142857143,34.63333333333333,6.23736818736573,40.0,37.0,27.0,29.0,-0.09999999999999998,0.33333333333333326
2022-02-17,24,3785,157.70833333333334,21,3,2,1,0,0,31.857142857142858,32.5,34.4,6.491753010001031,36.0,24.0,41.0,30.0,-0.33333333333333337,-0.41463414634146345
2022-02-18,30,4053,135.1,18,4,2,1,0,0,31.285714285714285,32.214285714285715,33.833333333333336,6.447590912226746,24.0,40.0,34.0,34.0,0.25,-0.11764705882352944
2022-02-19,31,4736,152.7741935483871,23,5,2,1,1,0,31.714285714285715,32.57142857142857,33.833333333333336,6.290582530372595,30.0,36.0,28.0,26.0,0.03333333333333344,0.1071428571428572
2022-02-20,37,6056,163.67567567567568,30,6,2,1,1,0,31.714285714285715,32.42857142857143,33.63333333333333,6.290582530372595,31.0,24.0,37.0,39.0,0.19354838709677424,0.0
2022-02-21,31,4265,137.58064516129033,23,0,2,1,0,0,32.714285714285715,32.285714285714285,33.333333333333336,5.34522483824851,37.0,30.0,24.0,33.0,-0.16216216216216217,0.29166666666666674
2022-02-22,30,4058,135.26666666666668,23,1,2,1,0,0,31.285714285714285,32.142857142857146,33.03333333333333,4.309458036856713,31.0,31.0,40.0,32.0,-0.032258064516129004,-0.25
2022-02-23,31,4524,145.93548387096774,23,2,2,1,0,0,30.571428571428573,32.42857142857143,33.266666666666666,3.7796447300923237,30.0,37.0,36.0,27.0,0.03333333333333344,-0.13888888888888884
2022-02-24,32,5317,166.15625,27,3,2,1,0,0,31.714285714285715,31.785714285714285,32.96666666666667,2.429971585175888,31.0,31.0,24.0,41.0,0.032258064516129004,0.33333333333333326
2022-02-25,36,4387,121.86111111111111,28,4,2,1,0,0,32.57142857142857,31.928571428571427,33.13333333333333,2.760262237369462,32.0,30.0,30.0,34.0,0.125,0.19999999999999996
2022-02-26,30,4016,133.86666666666667,26,5,2,1,1,0,32.42857142857143,32.07142857142857,33.03333333333333,2.8784916685157427,36.0,31.0,31.0,28.0,-0.16666666666666663,-0.032258064516129004
2022-02-27,40,6324,158.1,33,6,2,1,1,0,32.857142857142854,32.285714285714285,32.93333333333333,3.7606990231680824,30.0,32.0,37.0,37.0,0.33333333333333326,0.08108108108108114
2022-02-28,28,4643,165.82142857142858,22,0,2,1,0,0,32.42857142857143,32.57142857142857,32.8,4.157609203101531,40.0,36.0,31.0,24.0,-0.30000000000000004,-0.09677419354838712
2022-03-01,41,5906,144.0487804878049,35,1,3,1,0,0,34.0,32.642857142857146,32.93333333333333,5.066228051190233,28.0,30.0,30.0,40.0,0.4642857142857142,0.3666666666666667
2022-03-02,34,4992,146.8235294117647,26,2,3,1,0,0,34.42857142857143,32.5,32.766666666666666,4.894116973712524,41.0,40.0,31.0,36.0,-0.1707317073170732,0.09677419354838701
2022-03-03,44,5791,131.61363636363637,38,3,3,1,0,0,36.142857142857146,33.92857142857143,32.96666666666667,5.899959644736881,34.0,28.0,32.0,24.0,0.2941176470588236,0.375
2022-03-04,37,4649,125.64864864864865,29,4,3,1,0,0,36.285714285714285,34.42857142857143,33.233333333333334,5.9080252119267245,44.0,41.0,36.0,30.0,-0.15909090909090906,0.02777777777777768
2022-03-05,39,5158,132.25641025641025,36,5,3,1,1,0,37.57142857142857,35.0,33.53333333333333,5.255382728122416,37.0,34.0,30.0,31.0,0.054054054054053946,0.30000000000000004
2022-03-06,33,4201,127.3030303030303,24,6,3,1,1,0,36.57142857142857,34.714285714285715,33.5,5.380741673076384,39.0,44.0,40.0,37.0,-0.15384615384615385,-0.17500000000000004
2022-03-07,35,4540,129.71428571428572,30,0,3,1,0,0,37.57142857142857,35.0,33.8,3.994043183589874,33.0,37.0,28.0,31.0,0.06060606060606055,0.25
2022-03-08,25,4033,161.32,19,1,3,1,0,0,35.285714285714285,34.642857142857146,33.333333333333336,5.851332774513451,35.0,39.0,41.0,30.0,-0.2857142857142857,-0.3902439024390244
2022-03-09,32,4646,145.1875,23,2,3,1,0,0,35.0,34.714285714285715,33.3,5.972157622389645,25.0,33.0,34.0,31.0,0.28,-0.05882352941176472
2022-03-10,37,5166,139.6216216216216,29,3,3,1,0,0,34.0,35.07142857142857,33.46666666666667,4.654746681256333,32.0,35.0,44.0,32.0,0.15625,-0.15909090909090906
2022-03-11,35,4776,136.45714285714286,28,4,3,1,0,0,33.714285714285715,35.0,33.733333333333334,4.4986770542122105,37.0,25.0,37.0,36.0,-0.05405405405405406,-0.05405405405405406
2022-03-12,31,4284,138.19354838709677,26,5,3,1,1,0,32.57142857142857,35.07142857142857,33.4,3.909694909544047,35.0,32.0,39.0,30.0,-0.11428571428571432,-0.20512820512820518
2022-03-13,35,4555,130.14285714285714,26,6,3,1,1,0,32.857142857142854,34.714285714285715,33.43333333333333,4.017817460121535,31.0,37.0,33.0,40.0,0.12903225806451624,0.06060606060606055
2022-03-14,30,4140,138.0,22,0,3,1,0,0,32.142857142857146,34.857142857142854,33.5,4.017817460121544,35.0,35.0,35.0,28.0,-0.1428571428571429,-0.1428571428571429
2022-03-15,37,5325,143.9189189189189,27,1,3,1,0,0,33.857142857142854,34.57142857142857,33.5,2.8535691936340633,30.0,31.0,25.0,41.0,0.2333333333333334,0.48
2022-03-16,42,5542,131.95238095238096,36,2,3,1,0,0,35.285714285714285,35.142857142857146,34.1,4.0296519996266795,37.0,35.0,32.0,34.0,0.1351351351351351,0.3125
2022-03-17,33,4509,136.63636363636363,24,3,3,1,0,0,34.714285714285715,34.357142857142854,33.86666666666667,4.0296519996266875,42.0,30.0,37.0,44.0,-0.2142857142857143,-0.10810810810810811
2022-03-18,47,7342,156.2127659574468,38,4,3,1,0,0,36.42857142857143,35.07142857142857,34.233333333333334,6.160550377391688,33.0,37.0,35.0,37.0,0.4242424242424243,0.34285714285714275
2022-03-19,39,4964,127.28205128205128,33,5,3,1,1,0,37.57142857142857,35.07142857142857,34.733333333333334,5.711308748355967,47.0,42.0,31.0,39.0,-0.17021276595744683,0.25806451612903225
2022-03-20,30,4711,157.03333333333333,22,6,3,1,1,0,36.857142857142854,34.857142857142854,34.733333333333334,6.362090102803506,39.0,33.0,35.0,33.0,-0.23076923076923073,-0.1428571428571429
2022-03-21,47,5861,124.70212765957447,39,0,3,1,0,0,39.285714285714285,35.714285714285715,35.266666666666666,6.550172662209866,30.0,47.0,30.0,35.0,0.5666666666666667,0.5666666666666667
2022-03-22,32,4329,135.28125,29,1,3,1,0,0,38.57142857142857,36.214285714285715,35.1,7.091242083423323,47.0,39.0,37.0,25.0,-0.3191489361702128,-0.1351351351351351
2022-03-23,28,3820,136.42857142857142,25,2,3,1,0,0,36.57142857142857,35.92857142857143,35.0,7.8921298953903545,32.0,30.0,42.0,32.0,-0.125,-0.33333333333333337
2022-03-24,30,4065,135.5,25,3,3,1,0,0,36.142857142857146,35.42857142857143,35.0,8.194074514114275,28.0,47.0,33.0,37.0,0.0714285714285714,-0.09090909090909094
2022-03-25,35,4549,129.97142857142856,31,4,3,1,0,0,34.42857142857143,35.42857142857143,35.13333333333333,6.654751256486932,30.0,32.0,47.0,35.0,0.16666666666666674,-0.25531914893617025
2022-03-26,29,3633,125.27586206896552,26,5,3,1,1,0,33.0,35.285714285714285,35.03333333333333,6.582805886043854,35.0,28.0,39.0,31.0,-0.17142857142857137,-0.2564102564102564
2022-03-27,36,5121,142.25,31,6,3,1,1,0,33.857142857142854,35.357142857142854,35.03333333333333,6.517376042257394,29.0,30.0,30.0,35.0,0.24137931034482762,0.19999999999999996
2022-03-28,37,5213,140.8918918918919,29,0,3,1,0,0,32.42857142857143,35.857142857142854,35.266666666666666,3.5989416433697956,36.0,35.0,47.0,30.0,0.02777777777777768,-0.21276595744680848
2022-03-29,32,4646,145.1875,26,1,3,1,0,0,32.42857142857143,35.5,35.0,3.5989416433697956,37.0,29.0,32.0,37.0,-0.1351351351351351,0.0
2022-03-30,32,4223,131.96875,27,2,3,1,0,0,33.0,34.785714285714285,35.13333333333333,3.0550504633039384,32.0,36.0,28.0,42.0,0.0,0.1428571428571428
2022-03-31,36,5185,144.02777777777777,31,3,3,1,0,0,33.857142857142854,35.0,34.96666666666667,2.9113897843110346,32.0,37.0,30.0,33.0,0.125,0.19999999999999996
2022-04-01,37,4887,132.0810810810811,29,4,4,2,0,0,34.142857142857146,34.285714285714285,35.06666666666667,3.132015933791518,36.0,32.0,35.0,47.0,0.02777777777777768,0.05714285714285716
2022-04-02,22,3502,159.1818181818182,20,5,4,2,1,0,33.142857142857146,33.07142857142857,34.333333333333336,5.367450401216956,37.0,32.0,29.0,39.0,-0.4054054054054054,-0.24137931034482762
2022-04-03,31,5009,161.58064516129033,19,6,4,2,1,0,32.42857142857143,33.142857142857146,34.13333333333333,5.255382728122468,22.0,36.0,36.0,30.0,0.40909090909090917,-0.13888888888888884
2022-04-04,37,4953,133.86486486486487,30,0,4,2,0,0,32.42857142857143,32.42857142857143,34.06666666666667,5.255382728122468,31.0,37.0,37.0,47.0,0.19354838709677424,0.0
2022-04-05,19,2615,137.6315789473684,14,1,4,2,0,0,30.571428571428573,31.5,33.6,7.322502824789359,37.0,22.0,32.0,32.0,-0.4864864864864865,-0.40625
2022-04-06,44,6631,150.70454545454547,36,2,4,2,0,0,32.285714285714285,32.642857142857146,33.9,8.938946353165022,19.0,31.0,32.0,28.0,1.3157894736842106,0.375
2022-04-07,37,5444,147.13513513513513,31,3,4,2,0,0,32.42857142857143,33.142857142857146,34.3,9.015859043136967,44.0,37.0,36.0,30.0,-0.15909090909090906,0.02777777777777768
2022-04-08,40,5228,130.7,32,4,4,2,0,0,32.857142857142854,33.5,34.56666666666667,9.335033858688325,37.0,19.0,37.0,35.0,0.08108108108108114,0.08108108108108114
2022-04-09,33,4933,149.4848484848485,26,5,4,2,1,0,34.42857142857143,33.785714285714285,34.43333333333333,8.038597366397186,40.0,44.0,22.0,29.0,-0.17500000000000004,0.5
2022-04-10,26,3944,151.69230769230768,21,6,4,2,1,0,33.714285714285715,33.07142857142857,34.13333333333333,8.59678788296897,33.0,37.0,31.0,36.0,-0.21212121212121215,-0.16129032258064513
2022-04-11,27,4025,149.07407407407408,22,0,4,2,0,0,32.285714285714285,32.357142857142854,34.0,8.788520651286857,26.0,40.0,37.0,37.0,0.03846153846153855,-0.2702702702702703
2022-04-12,41,5445,132.8048780487805,33,1,4,2,0,0,35.42857142857143,33.0,34.2,6.996597812678745,27.0,33.0,19.0,32.0,0.5185185185185186,1.1578947368421053
2022-04-13,35,4440,126.85714285714286,24,2,4,2,0,0,34.142857142857146,33.214285714285715,34.36666666666667,5.8999596447369,41.0,26.0,44.0,32.0,-0.14634146341463417,-0.20454545454545459
2022-04-14,37,5627,152.0810810810811,28,3,4,2,0,0,34.142857142857146,33.285714285714285,34.36666666666667,5.8999596447369,35.0,27.0,37.0,36.0,0.05714285714285716,0.0
2022-04-15,37,4891,132.1891891891892,27,4,4,2,0,0,33.714285714285715,33.285714285714285,34.2,5.498917642417954,37.0,41.0,40.0,37.0,0.0,-0.07499999999999996
2022-04-16,36,5546,154.05555555555554,30,5,4,2,1,0,34.142857142857146,34.285714285714285,34.3,5.550632739564378,37.0,35.0,33.0,22.0,-0.027027027027026973,0.09090909090909083
2022-04-17,44,6150,139.77272727272728,38,6,4,2,1,0,36.714285714285715,35.214285714285715,34.2,5.313952882562575,36.0,37.0,26.0,31.0,0.22222222222222232,0.6923076923076923
2022-04-18,37,5714,154.43243243243242,29,0,4,2,0,0,38.142857142857146,35.214285714285715,34.13333333333333,3.184785258515373,44.0,37.0,27.0,37.0,-0.15909090909090906,0.37037037037037046
